authors,dates,statements,sources,targets,BianryTarget,BianryNumTarget
Ciara O'Rourke,"November 8, 2023",“NASA admits space and planets are fake.”,Viral image,pants-fire,Fake,0
Ciara O'Rourke,"November 8, 2023",Video shows late night host Jimmy Fallon interviewing singer Kelly Clarkson about a weight loss product.,Viral image,false,Fake,0
Ciara O'Rourke,"November 8, 2023",Video shows California Gov. Gavin Newsom falling down airplane stairs.,Viral image,false,Fake,0
Louis Jacobson,"November 7, 2023","“Only in Washington can you cut funding, add a pay-for to a new spending measure, and they say it's terrible for the deficit.”",Mike Johnson,false,Fake,0
Louis Jacobson,"November 7, 2023","""Over the past four decades, we’ve lost over 400,000 farms in America (and) over 140 million acres of farmland. And that’s an area roughly equal to the size of Minnesota, North and South Dakota combined.”",Joe Biden,mostly-true,Real,1
Ciara O'Rourke,"November 7, 2023",Video shows Hoda Kotb interviewing Kelly Clarkson about “her weight loss journey.”,Viral image,false,Fake,0
Hope Karnopp,"November 7, 2023",Some individuals or businesses in Wisconsin are charging $2 or $2.25 an hour for child care.,"Rachael Cabral-Guevara,",mostly-true,Real,1
Ciara O'Rourke,"November 7, 2023",Video shows “Israel Zionist blowing up people in hospitals” in 2023.,Viral image,false,Fake,0
Ciara O'Rourke,"November 7, 2023",Video shows someone impersonating President Joe Biden visiting Israel in October 2023.,Viral image,pants-fire,Fake,0
Ciara O'Rourke,"November 7, 2023",Photos are evidence actor Courteney Cox uses adrenochrome from kidnapped children.,Instagram posts,pants-fire,Fake,0
Ciara O'Rourke,"November 6, 2023","Photo shows “American soldiers praying for their country, for Israel before being deployed to defend Israel” in 2023.",Facebook posts,false,Fake,0
Sara Swann,"November 6, 2023",Ukrainian President Volodymyr Zelenskyy “has surrendered.”,Instagram posts,false,Fake,0
Jeff Cercone,"November 6, 2023",Israel bombed Palestinian children trying to get water.,TikTok posts,false,Fake,0
Grace Abels,"November 3, 2023",Ohio’s Issue 1 “allows for abortion after viability for…financial reasons.”,Protect Women Ohio,false,Fake,0
Louis Jacobson,"November 3, 2023",“Because of our economic policies we now are reducing inflation.”,Kamala Harris,barely-true,Fake,0
Sara Swann,"November 3, 2023",1936 in the United States was “much hotter than 2023.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"November 3, 2023",Switzerland’s distribution of iodine tablets means the government is worried about nuclear war.,Facebook posts,false,Fake,0
Ciara O'Rourke,"November 3, 2023",Video shows “rioters rush people’s houses” Oct. 28 in Washington D.C.,Viral image,false,Fake,0
Ciara O'Rourke,"November 3, 2023",Bill Gates wrote a 2011 article titled “Depopulation Through Forced Vaccination.”,Viral image,false,Fake,0
Madison Czopek,"November 3, 2023",“New court documents reveal that George Floyd died of a fentanyl overdose.”,Instagram posts,false,Fake,0
Ciara O'Rourke,"November 3, 2023",U.S. Rep. Mike Johnson is the 45th speaker of the House.,Facebook posts,false,Fake,0
Sophia Voight,"November 3, 2023","Potato chips, KitKat bars and Viagra are not taxed in Wisconsin because they are considered ""essential.""",Melissa Agard,true,Real,1
Grace Abels,"November 3, 2023",Republicans in Congress are “trying to wipe out federal funding to end the HIV epidemic.”,Joe Biden,half-true,Fake,0
Loreben Tuquero,"November 2, 2023",Irán izó una bandera negra y “esto significa un llamado” a la guerra o venganza.,Facebook posts,false,Fake,0
Ciara O'Rourke,"November 2, 2023",“Dr. Fauci doesn’t exist!”,Instagram posts,pants-fire,Fake,0
Louis Jacobson,"November 2, 2023",“Gen Z is divided 50-50 on whether they support Hamas or Israel.”,Vivek Ramaswamy,barely-true,Fake,0
Anthony Starkey,"November 2, 2023","Gasoline prices are ""up 63%"" under President Joe Biden.",Chris Rose,half-true,Fake,0
Maria Briceño,"November 2, 2023","“Fallecimiento del exmandatario de la presidencia de Honduras"" en incendio de cárcel en Nueva York.",TikTok posts,false,Fake,0
Maria Briceño,"November 2, 2023",Video muestra “momento cuando el huracán Otis llegó a Acapulco”.,Facebook posts,false,Fake,0
Grace Abels,"November 1, 2023",“Every President we ever had in the United States of America was a draconian reptilian.”,Facebook posts,pants-fire,Fake,0
Amy Sherman,"November 1, 2023",Gov. Ron DeSantis “actually sponsored the bill to make Puerto Rico a state.”,MAGA Inc,mostly-true,Real,1
Louis Jacobson,"November 1, 2023","China is “the largest developer of neuro-strike weapons, weapons engineered to change the brain activity of military commanders and segments of the population.”",Nikki Haley,mostly-true,Real,1
Ciara O'Rourke,"October 31, 2023",Video shows Elon Musk said South Africans no longer have to work with access to his “platform.”,Viral image,false,Fake,0
Ciara O'Rourke,"October 31, 2023",Video shows singer Kelly Clarkson discussing a “weight loss formula.”,Viral image,false,Fake,0
Ciara O'Rourke,"October 31, 2023",“Palestinian journalist films the moment an Israeli strike kills him and a fellow medic on live TV” in October 2023.,Viral image,false,Fake,0
Sara Swann,"October 31, 2023",Rainbow fentanyl is a threat to children on Halloween.,Rick Scott,false,Fake,0
Ciara O'Rourke,"October 31, 2023","“In UCLA hundreds of students chanting: ‘Israel Israel you can’t hide, we want Jewish genocide.’”",Instagram posts,false,Fake,0
Ciara O'Rourke,"October 31, 2023",The media didn’t cover “new history” when North Korea and South Korea’s leaders crossed the border for the first time.,Viral image,false,Fake,0
Ciara O'Rourke,"October 31, 2023",“Joe Biden confirms WW3 live on TV.”,Facebook posts,false,Fake,0
Marta Campabadal,"• October 31,","Un nuevo subsidio del gobierno ofrece una tarjeta de salud con $1,200 al mes y “puedes usar el dinero para todo lo que desees o necesites"".",Facebook posts,false,Fake,0
Loreben Tuquero,"October 31, 2023",Photos show Gaza on Oct. 27.,Instagram posts,false,Fake,0
Sara Swann,"October 31, 2023","Russian President Vladimir Putin suffered a heart attack Oct. 22, 2023.",Social Media,false,Fake,0
Amy Sherman,"October 31, 2023",“The Republicans and Trump funded $400 million in March of 2020 for mail ballots.”,Ron DeSantis,half-true,Fake,0
Madison Czopek,"October 31, 2023",“Haaretz investigation reveals discrepancies in Israel’s reporting on October 7th death toll.”,Instagram posts,false,Fake,0
Laura Schulte,"October 31, 2023","“Wisconsin has historically … and I think largely continues to be, a blue state.”",Scott Walker,barely-true,Fake,0
Ciara O'Rourke,"October 30, 2023","“The airport in Salzburg, Austria, has a counter for people who flew to Austria instead of Australia.”",Instagram posts,false,Fake,0
Ciara O'Rourke,"October 30, 2023",Video shows Palestinians pretending to be corpses amid the Israel-Hamas war.,Viral image,false,Fake,0
Loreben Tuquero,"October 30, 2023",The life span of a wind tower generator lasts just three to four years.,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 30, 2023",Matthew Perry died because of a COVID-19 vaccine.,Instagram posts,false,Fake,0
Jill Terreri,"• October 29,",A discrepancy in the number of ballots and voters in the 2022 general election in New York “appears to be a federal crime.”,New York Citizens Audit,false,Fake,0
Madison Czopek,"October 27, 2023",“The FDA is required to take the COVID vaccines off the market” because they are “adulterated.”,Steve Kirsch,false,Fake,0
Ciara O'Rourke,"October 27, 2023",McDonald’s changed its food wrappers to support Israel amid the war.,Viral image,false,Fake,0
Louis Jacobson,"October 27, 2023",“It is harder to buy Sudafed than an AR-15 in Maine.”,Shannon Watts,half-true,Fake,0
Maria Briceño,"October 27, 2023","""Estados Unidos le cancelara el Parole a los venezolanos"".",Facebook posts,false,Fake,0
Ricardo Torres,"October 27, 2023","The Milwaukee Brewers “are complaining about a lack of transit going to the ballpark at the same time as they are testifying in favor (of) taking $135 million away from Milwaukee County, which funds transit.""",Chris Larson,barely-true,Fake,0
Ciara O'Rourke,"October 27, 2023",U.S. Sen. Chuck Schumer “is a dual Israeli citizen.”,Viral image,false,Fake,0
Ciara O'Rourke,"October 27, 2023",Video shows a President Joe Biden impostor.,Viral image,pants-fire,Fake,0
Louis Jacobson,"October 26, 2023",“Prices have increased over 17% in the last two years.”,Mike Johnson,half-true,Fake,0
Louis Jacobson,"October 26, 2023","“In the time it’s going to take me to deliver this speech, we’ll go up another $20 million in debt.”",Mike Johnson,mostly-true,Real,1
Louis Jacobson,"October 26, 2023","""95% of over-the-counter pharmaceuticals"" in the U.S. come from China.",Vivek Ramaswamy,false,Fake,0
Louis Jacobson,"October 26, 2023","“When I came into office, Iran had $70 billion in foreign exchange reserves. … By the time I left, they had nothing. They were broke.”",Donald Trump,half-true,Fake,0
Madeline Heim,"October 25, 2023","""The repeal of Roe v. Wade has exacerbated the state’s OB-GYN shortage as residency programs report a decline in enrollment due to the inability of residents to receive training in-state.""",Opportunity Wisconsin,half-true,Fake,0
Loreben Tuquero,"October 25, 2023",A video proves that the United Nations is “setting up shop in U.S. states.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 25, 2023",Video shows protesters attacking Israel’s embassy in Bahrain with molotov cocktails.,Instagram posts,false,Fake,0
Ciara O'Rourke,"October 25, 2023",Video shows protesters in Lebanon “storming the border with Palestine in support of Gaza” in October 2023.,Viral image,false,Fake,0
Ciara O'Rourke,"October 25, 2023",Photo shows President Joe Biden lounging on the beach in October 2023 amid the Israel-Hamas war.,Viral image,false,Fake,0
Hope Karnopp,"October 25, 2023","“Since 1981, the state Senate has only rejected five executive appointments. The GOP today is more than doubling that number.”",Melissa Agard,true,Real,1
Ciara O'Rourke,"October 25, 2023",Greta Thunberg urged people to use “vegan grenades” because “no animals should have to give their life for all this mayhem and chaos.”,Viral image,false,Fake,0
Ciara O'Rourke,"October 25, 2023",Writer Bari Weiss wrote that what the Trump administration did “was pretty incredible in hindsight.”,X posts,false,Fake,0
Marta Campabadal,"• October 24,",Este video muestra al Dr. Juan Rivera hablando sobre un medicamento para la artritis y la artrosis.,Facebook posts,pants-fire,Fake,0
Maria Briceño,"October 24, 2023","Este video muestra al ""Presidente Joe Biden llegando a Israel"" con aviones escoltas.",Facebook posts,false,Fake,0
Aidan Cornue,"October 24, 2023","Sen. Joe Manchin’s “support for the (Inflation Reduction Act) could cost West Virginia 100,000 fossil fuel jobs.”",One Nation,barely-true,Fake,0
Ayden Norcross,"October 24, 2023",Jim Justice “supports banning sporting rifles for law-abiding citizens.”,Alex Mooney,false,Fake,0
Madison Ely,"October 24, 2023","Jim Justice ""opposes the Right to Work”",Alex Mooney,barely-true,Fake,0
Loreben Tuquero,"October 24, 2023",Video shows crisis actors in Palestine “working overtime to fool the world” during the current Israel-Hamas war.,Instagram posts,false,Fake,0
Ciara O'Rourke,"October 24, 2023","Video shows University of Pennsylvania students chanting, “We want Jewish genocide.”",Viral image,false,Fake,0
Maria Briceño,"October 24, 2023","Las empresas solares en Estados Unidos ""tienen que regalar paneles solares sin costo neto si lo solicitas"".",Facebook posts,false,Fake,0
Loreben Tuquero,"October 23, 2023",Black flag hoisted over a mosque in Iran is a “call to all of Islam for war.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 23, 2023",Video shows Russia attacking Israel in October 2023.,TikTok posts,false,Fake,0
Ciara O'Rourke,"October 23, 2023",Video shows CNN interviewing “actors.”,TikTok posts,false,Fake,0
Louis Jacobson,"October 20, 2023","""Russia has hypersonic missile capabilities ahead of that of the U.S.”",Vivek Ramaswamy,half-true,Fake,0
Marta Campabadal,"• October 20,","""AHORA: Manifestantes pro palestinos y policías se enfrentaron en las calles de Barcelona, ​​España. Las protestas son parte de represalias después del bombardeo de un hospital en Gaza"".",Facebook posts,false,Fake,0
Madison Czopek,"October 20, 2023","Video shows North Korean President Kim Jong Un blaming President Joe Biden for the Israel-Hamas war and Russia’s invasion of Ukraine, and saying, “I support Donald Trump for President in 2024.”",Instagram posts,false,Fake,0
Maria Ramirez,"• October 20,","“In the last 11 months, Customs and Border Patrol has averaged 200,000 apprehensions a month, and you know how many beds we have to detain people at the border? Thirty-eight thousand.""",Chris Christie,mostly-true,Real,1
Loreben Tuquero,"October 20, 2023",A video shows “a car carrying men waving the Palestinian flag abruptly and dangerously stopping traffic to run ‘donuts.’”,Instagram posts,false,Fake,0
Amy Sherman,"October 20, 2023",“Nikki Haley argues in support of bringing Gaza refugees to America.”,Never Back Down PAC,false,Fake,0
Maria Briceño,"October 20, 2023",Joe Biden advirtió el 15 de octubre de 2023 “que Corea del Norte podría estar preparando un ataque parecido al Hamas en Israel pero este sería en suelo americano”.,Facebook posts,false,Fake,0
Max Cohen,"October 20, 2023",“2022 was the biggest tourism year ever in West Virginia”,Jim Justice,half-true,Fake,0
Marta Campabadal,"• October 20,","Video shows a family learning their debt was resolved by the “American Debt Relief program” for American citizens and legal residents who “have over $20,000” in credit card debt.",Facebook posts,false,Fake,0
Maria Briceño,"October 19, 2023","“A partir de ahora la milicia de Hamas se vio obligada a rendirse al ejército Israeli, ondeando sus banderas blancas"".",Facebook posts,false,Fake,0
Anthony Starkey,"October 19, 2023",“The Inflation Reduction Act led to higher taxes.”,Americans for Prosperity,barely-true,Fake,0
Ashala Moseberry,"October 19, 2023","""Credit card debt is above $1 trillion for the FIRST TIME EVER.""",Jim Justice,mostly-true,Real,1
Samantha Putterman,"October 18, 2023",The Wall Street Journal reported that the Oct. 17 Gaza hospital explosion was caused by an American missile.,Social Media,false,Fake,0
Maria Briceño,"October 18, 2023",Benjamin Netanyahu dijo que lanzará una bomba nuclear a Gaza.,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 18, 2023",“Thousands of U.S. troops make their way to Israel” in video.,TikTok posts,false,Fake,0
Ciara O'Rourke,"October 18, 2023",Video shows “Egyptians delivering food and water to Gaza” in October 2023.,Instagram posts,false,Fake,0
Ciara O'Rourke,"October 18, 2023",President Joe Biden declared a federal emergency and deployed the National Guard in October.,Facebook posts,false,Fake,0
Tyler Katzenberger,"October 18, 2023","There are ""about a half a dozen"" transgender athletes competing in Wisconsin K-12 schools.",Barbara Dittrich,barely-true,Fake,0
Sara Swann,"October 18, 2023",“Lego donates model MRI kits to hospitals to help children understand the procedure and reduce their anxiety.”,Instagram posts,true,Real,1
Amy Sherman,"October 18, 2023",The Democrats are pushing “to take in a million Palestinian refugees.”,Andy Biggs,pants-fire,Fake,0
Loreben Tuquero,"October 17, 2023",A video shows President Joe Biden invoking the Selective Service Act.,Facebook posts,false,Fake,0
Maria Briceño,"October 16, 2023",Este video muestra “la franja de Gaza” en llamas.,TikTok posts,false,Fake,0
Sara Swann,"October 16, 2023",“Egypt is now at war with Israel.”,Facebook posts,false,Fake,0
Jeff Cercone,"October 16, 2023",“Cries of Victory in Israel — Gaza Now Belongs to Israel! HAMAS Surrenders Desperately!”,Facebook posts,false,Fake,0
Loreben Tuquero,"October 13, 2023",A debit card issued by the United Nations High Commissioner for Refugees is being used to pay for a U.S. invasion.,Instagram posts,false,Fake,0
Loreben Tuquero,"October 13, 2023",“There isn't a single video or photo suggesting that 250 people were killed (by Hamas) at a concert or that a mass shooting took place” on Oct. 7 in Israel.,Instagram posts,pants-fire,Fake,0
Jeff Cercone,"October 13, 2023",Biden is “funding every angle” of the Israel-Hamas war.,Instagram posts,barely-true,Fake,0
Ciara O'Rourke,"October 13, 2023",Video shows an “inflatable decoy plane” at the Kabul airport in 2021.,Viral image,false,Fake,0
Amy Sherman,"October 13, 2023","It has been U.S. policy “for at least 79 years"" to require Americans who intend to be evacuated from overseas to sign a promissory note.",Brian Krassenstein,true,Real,1
Sara Swann,"October 13, 2023",Less than 48 hours after Israel was attacked “we have hundreds of hours worth of footage but zero footage from the Ukraine war.”,Instagram posts,pants-fire,Fake,0
Loreben Tuquero,"October 13, 2023",A video shows red flares and fireworks going off in Gaza.,Social Media,false,Fake,0
Jeff Cercone,"October 13, 2023","""‎The emir of Qatar, Sheikh Tamim bin Hamad al-Thani, has threatened that if the bombing of Gaza does not stop, he will cut off the supply of gas to the world.”",Facebook posts,false,Fake,0
Ciara O'Rourke,"October 13, 2023",The 2023 Israel-Hamas war is a “false flag.”,Instagram posts,pants-fire,Fake,0
Ciara O'Rourke,"October 13, 2023","""La Esfera de Las Vegas se ilumina con la bandera de Israel”.",Facebook posts,false,Fake,0
Ciara O'Rourke,"October 13, 2023",The Las Vegas Sphere displayed an Israeli flag.,X posts,false,Fake,0
Ciara O'Rourke,"October 13, 2023",Video shows recent violence in Israel and Gaza is “fake.”,Viral image,false,Fake,0
Ciara O'Rourke,"October 13, 2023",A CNN reporter “faked” being near the Israel-Gaza border.,Instagram posts,false,Fake,0
Ciara O'Rourke,"October 13, 2023",Video shows U.S. Navy pilots arriving in Palestine.,Viral image,false,Fake,0
Maria Briceño,"October 13, 2023","""Estados Unidos lanza el primer ataque hacia Medio Oriente"" después del ataque de Hamas a Israel.",Facebook posts,false,Fake,0
Maria Briceño,"October 13, 2023","Video muestra ""camión de la ONU traficando con niños” en Senegal.",Facebook posts,false,Fake,0
Maria Briceño,"October 13, 2023","Este video muestra un ""contraataque israelí"" hacia Hamas en Gaza.",Facebook posts,false,Fake,0
Ciara O'Rourke,"October 12, 2023",“Kamala Harris is not a ‘natural born citizen’” and “can’t be president.”,Viral image,pants-fire,Fake,0
Ciara O'Rourke,"October 12, 2023",Video shows CNN “faking attack in Israel on the camera.”,Viral image,false,Fake,0
Maria Ramirez,"• October 12,","“The same people that raided Israel are pouring into our once beautiful USA, through our TOTALLY OPEN SOUTHERN BORDER, at Record Numbers.”",Donald Trump,pants-fire,Fake,0
Jacquie Broush,"October 12, 2023",“Since Biden took office ... real wages have fallen monthly.”,West Virginia Republican Party,mostly-true,Real,1
Ciara O'Rourke,"October 12, 2023","Video shows President Joe Biden telling a child, “You’re one sexy kid.”",Instagram posts,pants-fire,Fake,0
Ciara O'Rourke,"October 12, 2023",Video shows the Secret Service failing to protect Kamala Harris after she became vice president.,Instagram posts,false,Fake,0
Louis Jacobson,"October 11, 2023","""Sadly, American taxpayer dollars helped fund these attacks, which many reports are saying came from the Biden administration.”",Donald Trump,false,Fake,0
Ciara O'Rourke,"October 11, 2023","Un video muestra cómo la ""Fuerza aérea de Israel ataca Gaza"" en octubre de 2023.",Facebook posts,false,Fake,0
Ciara O'Rourke,"October 11, 2023",Russian President Vladimir Putin “warns ‘global terrorist’ Klaus Schwab his ‘days are numbered.’”,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 11, 2023",Video shows Israel’s Iron Dome intercepting rockets Hamas fired in October 2023.,Viral image,false,Fake,0
Ciara O'Rourke,"October 11, 2023",Video shows Hamas launching a “rocket attack.”,Facebook posts,false,Fake,0
Maria Ramirez,"• October 11,","""There will not be another foot of wall constructed in my administration.”",Joe Biden,full-flop,Fake,0
Sara Swann,"October 11, 2023","Video shows Will Smith and Jada Pinkett Smith advertising “$5,600 health spending cards.”",Facebook posts,false,Fake,0
Loreben Tuquero,"October 11, 2023",“The U.S. is sending $8 billion worth of military aid to Israel.”,Social Media,false,Fake,0
Ciara O'Rourke,"October 11, 2023",“Klaus Schwab announces the end of car ownership.”,Instagram posts,false,Fake,0
Maria Briceño,"October 11, 2023",Justin Trudeau’s plane was filled with cocaine when he landed in India for the G20 summit.,Facebook posts,false,Fake,0
D.L. Davis,"October 11, 2023","""Derrick Van Orden is one of the only members of Congress who participated in the deadly January 6th insurrection. He now serves in the building he tried to burn down.""",Rebecca Cooke,barely-true,Fake,0
Jeff Cercone,"October 10, 2023",Video shows pro-Palestine march in Chicago on Oct. 8.,TikTok posts,false,Fake,0
Louis Jacobson,"October 10, 2023","The Biden administration “wanted Israel to stand down after the attack"" by Hamas.",Tim Scott,barely-true,Fake,0
Tayler Pillo,"October 10, 2023",West Virginia University has “increased the amount of unfunded institutional aid provided to students and expects this amount to exceed $134 million in 2024.”,Paula Congelio,half-true,Fake,0
Cody Matorin,"October 10, 2023",E. Gordon Gee’s university projects have increased “WVU’s debt load by 55%.”,West Virginia University Faculty Senate,barely-true,Fake,0
Ciara O'Rourke,"October 10, 2023","Former President Donald Trump said, “Israel has hypnotized the world.”",Viral image,false,Fake,0
Griff Bihun,"October 10, 2023",“Fewer than 2% of students are impacted whatsoever by the decisions we're making” to cut the budget.,E. Gordon Gee,barely-true,Fake,0
Ciara O'Rourke,"October 10, 2023",Video shows “second night of missiles attacks against Israel.”,Viral image,false,Fake,0
Ciara O'Rourke,"October 10, 2023",Video shows Hamas militants “dressing up as Jewish soldiers” to create propaganda.,Instagram posts,false,Fake,0
Loreben Tuquero,"October 9, 2023","1,609 scientists signed a declaration saying “There is no climate emergency.”",X posts,barely-true,Fake,0
Marta Campabadal,"• October 9,",“Últimas noticias” de “congelamiento extremo” en Estados Unidos.,Facebook posts,false,Fake,0
Grace Abels,"October 9, 2023",Video of howling people in Germany shows “trans species rights” protest.,Instagram posts,false,Fake,0
Ciara O'Rourke,"October 9, 2023",Video shows footage of recent violence in Israel.,Facebook posts,false,Fake,0
Madison Czopek,"October 9, 2023",Footage shows “Palestinian freedom fighters shot down 4 Israelis fighter jets.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 9, 2023",Video shows Iranian lawmakers chanting “death to America” in 2023.,Instagram posts,false,Fake,0
Ciara O'Rourke,"October 9, 2023",Video shows “Israeli Air Force…striking terror targets in Gaza” in October.,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 9, 2023",Video shows Hamas “paraglided amongst Israeli citizens and proceeded to massacre them.”,Viral image,false,Fake,0
Ciara O'Rourke,"October 9, 2023","“Israel just bombed and destroyed” St. Porphyrius Church in Gaza on Oct. 9, 2023.",Instagram posts,false,Fake,0
Paul Specht,"October 9, 2023",The North Carolina state budget includes “the largest cut in our personal income tax that we’ve ever seen.”,Tricia Cotham,false,Fake,0
Ricardo Torres,"October 9, 2023","Thanks to negotiating drug prices ""our seniors, instead of paying $500 a month for drugs, are paying no more than 35 cents.""",Gwen Moore,false,Fake,0
Samantha Putterman,"October 6, 2023","Joe Biden ""put 20 million people on Medicaid who aren’t even eligible, then stopped states from taking them off.""",Nikki Haley,false,Fake,0
Grace Abels,"October 6, 2023","An ABC News headline said, “Journalist covering the Hunter Biden case dies after being shot 7 times.”",TikTok posts,false,Fake,0
Sara Swann,"October 6, 2023","""Bill Gates mRNA 'air vaccine' approved for use against non-consenting humans""",Instagram posts,false,Fake,0
Aubrey Burkhardt,"October 6, 2023",“The percentage of students that are going to college (in West Virginia) has been declining for five years.”,George Zimmerman,mostly-true,Real,1
Michelle Peribanez,"October 6, 2023",“Gas prices have skyrocketed since Joe Biden took office and continue to do so everyday.”,Carol Miller,half-true,Fake,0
Derek Nastasi,"October 6, 2023",Foreign languages are “not a high priority” nationally,E. Gordon Gee,half-true,Fake,0
Amy Sherman,"October 6, 2023",New York Attorney General Letitia James and Judge Arthur Engoron valued Mar-a-Lago at $18 million.,Facebook posts,false,Fake,0
Madison Czopek,"October 6, 2023","James Biden’s text message to Hunter Biden that says, “I can work with you(r) father alone,” shows that Joe Biden was “in business” with Hunter Biden.",Jesse Watters,false,Fake,0
Jeff Cercone,"October 6, 2023","Flu shot ingredients include aborted human cell cultures, monkey kidney cells and antifreeze.",Instagram posts,false,Fake,0
Amy Sherman,"October 6, 2023","“Under the Obama-Biden administration, we invested hundreds of millions of dollars in the state of Florida replacing wooden power poles with steel poles and we buried these electric lines.""",Joe Biden,false,Fake,0
Sophia Voight,"October 6, 2023","China sends “fentanyl into America killing 80,000 Americans a year.”",Mike Gallagher,half-true,Fake,0
Ciara O'Rourke,"October 5, 2023",Video shows President Joe Biden admitting “shady role in Maui fires.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 5, 2023",“CDC admits it faked 99% of COVID deaths to scare public into taking vaccine.”,Viral image,false,Fake,0
Sara Swann,"October 5, 2023",“A new deadly pandemic is at our doorstep.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 5, 2023",“FDA wants to replace salt with Bill Gates’ new mRNA fake salt.”,Instagram posts,false,Fake,0
Louis Jacobson,"October 5, 2023","When I took office, “the auto industry was on its knees gasping its last breath.” Trump administration “tariffs and taxes saved the American auto industry from extinction.""",Donald Trump,false,Fake,0
Ciara O'Rourke,"October 5, 2023",Former President Donald Trump is commander in chief.,Instagram posts,pants-fire,Fake,0
Ciara O'Rourke,"October 5, 2023",“Oprah FREAKS OUT after 15 kids are finally found on Maui.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 5, 2023",“Trump controls U.S. military.”,Facebook posts,pants-fire,Fake,0
Ciara O'Rourke,"October 5, 2023",“Man cuts off wife’s head after DNA test proved none of 6 kids are his own.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 5, 2023",“Bill Gates: People who resist ‘mRNA tsunami’ will be excluded from society.”,Instagram posts,false,Fake,0
Sophia Bookwood,"October 5, 2023",“#Bidenomics has led to mortgage rates hitting a 21-year high → over 7%.”,Shelley Moore Capito,mostly-true,Real,1
Samuel Russ,"October 5, 2023","“Just in the last four years, $80 billion in federal funding has come to West Virginia — $22 billion more than we've ever received.”",Joe Manchin,mostly-true,Real,1
Ethan Moore,"October 5, 2023","During E. Gordon Gee's presidency of West Virginia University, ""student enrollments have steadily decreased.""",West Virginia University Faculty Senate,mostly-true,Real,1
Ciara O'Rourke,"October 5, 2023",California Gov. Gavin Newsom is “not human.”,Instagram posts,pants-fire,Fake,0
Marta Campabadal,"• October 4,",Six million or 7 million people have “come illegally under Biden.”,Ron DeSantis,barely-true,Fake,0
Sara Swann,"October 4, 2023",Video shows magnetic meat for sale in U.S. grocery stores.,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 4, 2023",“Katie Hobbs no longer governor of Arizona.”,Facebook posts,false,Fake,0
Loreben Tuquero,"October 3, 2023",Campaign finance disclosures showed Fulton County District Attorney Fani Willis took part in a “massive money laundering and election fraud” scheme.,Facebook posts,false,Fake,0
Madison Czopek,"October 3, 2023","“Burisma Energy accountant, who blew the whistle on Biden bribery scheme, found dead.”",Instagram posts,false,Fake,0
Maria Briceño,"October 3, 2023",Patent shows 5G towers are used for brainwashing.,Facebook posts,pants-fire,Fake,0
Ciara O'Rourke,"October 3, 2023",“NATO troops deployed to Ukraine.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 3, 2023",A fact-check proves Michelle Obama is “a he.”,Facebook posts,pants-fire,Fake,0
Louis Jacobson,"October 2, 2023","""Since the mid-'90s, this country has been governed by revolving continuing resolution and omnibus spending bill(s). … That is the reason we're $33 trillion in debt.""",Matt Gaetz,half-true,Fake,0
Ciara O'Rourke,"October 2, 2023",Sen. Dianne Feinstein tweeted about getting COVID-19 and flu vaccines days before her death.,Viral image,false,Fake,0
Ciara O'Rourke,"October 2, 2023",Video shows Rep. Alexandria Ocasio-Cortez crying on CNN.,Facebook posts,false,Fake,0
Ciara O'Rourke,"October 2, 2023",Video shows U.S. Reps. Alexandria Ocasio-Cortez and Nancy Pelosi discussing Jan. 6 with President Joe Biden.,Viral image,false,Fake,0
Michelle Andrews,"October 2, 2023","“Under ‘Crooked Joe’ Biden, there has been a catastrophic increase in shortages of essential medicines.”",Donald Trump,false,Fake,0
Grace Abels,"September 29, 2023",A video shows children disappearing from inside a school bus.,Facebook posts,pants-fire,Fake,0
Jeff Cercone,"September 29, 2023",New York City is spraying unsafe pesticides to combat West Nile virus.,Instagram posts,false,Fake,0
Ciara O'Rourke,"September 29, 2023",A Sept. 20 video shows President Joe Biden’s body double.,Instagram posts,false,Fake,0
Marta Campabadal,"• September 29,","""En ciertos estados el gobierno de Estados Unidos comprará los paneles por ti y te los dará sin ningún costo en caso de que te pases a energía solar en las próximas semanas"".",Facebook posts,false,Fake,0
Jeff Cercone,"September 29, 2023",Arizona Senate “indicted” Gov. Katie Hobbs.,TikTok posts,pants-fire,Fake,0
Ciara O'Rourke,"September 29, 2023","“Pentagon releases NASA footage of 2,000 mile long UFO near Saturn.”",Facebook posts,false,Fake,0
Marta Campabadal,"• September 29,","""Se declara emergencia máxima"" por congelamiento en Estados Unidos.",Facebook posts,false,Fake,0
Ciara O'Rourke,"September 29, 2023",“Three minutes ago Trump cries after losing everything after new evidence exposed.”,Facebook posts,false,Fake,0
